title,category
트럼프   에너지 주도권 경쟁     시작됐다,Economic
위기의   배터리    온 이어   엔솔도 위기경영 돌입,Economic
롯데  이젠 선택과 집중   체질 개선 나선다,Economic
트럼프 만나고 온 정용진   미국 측에  한국  저력 있는 나라 ,Economic
 빚 못갚겠다  개인 채무조정 신청   만명 역대 최다 눈앞,Economic
 공급 절벽 막자  하남 고양 남양주 물량    만 가구 늘린다,Economic
 대치동 학원 유치   공사비 절감  한남  구역 잡기 파격 수주전,Economic
 세계 인구  위 인도 잡아라  현대차 기아     로 승부수,Economic
정용진  트럼프와 식사 대화      가교 역할 기대감,Economic
계엄으로 더 커진 자영업 비명  배달도 안 시킨다,Economic
 인내 강요  이젠 지쳐  민생 경제 파탄 위기 몰린 중국,Economic
 트럼프 압박   은 선전포고 간주 우리도 위기의식 절실 ,Economic
정용진  트럼프 측근  한국에 관심 표해 저력 믿어달라 했다 ,Economic
     불패 옛말    조단위 대어  시프트업  콘텐츠는  호평  주가는  평평  왜 ,Economic
 계속고용 시대   근로자가 직접 말하는 정년 이후 고용 방안,Economic
 계속고용 시대   권기섭 경사노위원장  목표는 정년 연금 연령 일치 가는 방향 지혜 모아야 ,Economic
 만 천달러 회귀  연준발 충격 나흘째 비트코인 지금 ,Economic
 더 보다  소비 한파가 왔다,Economic
 이걸    라 불러도 될까  요즘 잘 나가는      개별 종목에 몰빵한다는데,Economic
 대째 전통 이어온 집성촌 주민들 억울함에 잠 못 이루는 사연은,Economic
트럼프 만나고 온 정용진   미국 측에  한국  저력 있는 나라 ,Economic
세계적 석학  한국에 경고  경제위기 맞은 독일 프랑스  정치 마비 때문 ,Economic
미  삼성 반도체 보조금  조    억 변수는 트럼프,Economic
트럼프 만난 정용진  미측에  한국 저력 믿고 기다려달라  했다 ,Economic
 제방은 손대지 말고 재건축해야  환경부 반대에 압구정 성수 등  만가구 직격탄,Economic
외곽부터 하락 전환 서울 아파트값 상승세 주춤 ,Economic
개미  수난시대   사는 족족 마이너스 ,Economic
 리더 없는 한국  트럼프에 패싱 당할까 걱정했는데  이 남자  트럼프랑 밥 먹고 왔다,Economic
 현장    재계 소통왕  정용진  트럼프  기서 빛발해 한미 경제가교 역할 커질듯,Economic
트럼프 규제 완화 공약과 충돌 떨고 있는 공정위  빅테크 규제 ,Economic
윤석열표  부자 감세  실패 확인  증세 로 유턴을,Economic
금융자산   억 이상 가진  부자      만명  대한민국     ,Economic
트럼프 만난 정용진  머스크도  깜짝 만남   한국 상황에 관심 없었다 ,Economic
트럼프 만나고 귀국  트럼프 측근들에 한국은 저력 있다고 말했다 ,Economic
트럼프 측  전기차 보조금 폐지  움직임에 애태우는 현대차   에너지솔루션,Economic
 떡상은 없고 떡락만 한가득  올해 코스닥 상장사    개 중   개 종목 하락,Economic
      국가핵심기술 기업  해외매각 우려 여전히 쟁점  고려아연      정부 역할 필요 ,Economic
정용진    기업인 중 트럼프 첫 대면  민간 가교 역할 기대   종합 ,Economic
 일문일답   트럼프 첫   분 소통  정용진  저력있는 대한민국  믿어달라  알렸다,Economic
  대 직장인 연말정산때 정년퇴임한 부모님  부양가족 인적공제  받을수 있나  세무 재테크     ,Economic
약세장 속 조선     굳건   달러상품에도 자금 몰려      스퀘어 ,Economic
부자들이 생각하는  부자 기준 은   자산    억 원은 넘어야 ,Economic
 위기  터널 빠져나온 롯데  재무개선 채찍질 마트 영통점 매각,Economic
정용진  미국서 한국 관심 저력 있는 나라  믿고 기다리라 강조 ,Economic
정용진     저력있는 나라라고 말해  머스크와도 인사,Economic
 따져보니  강달러에     원마저 뚫린 환율 방어 가능한가,Economic
 내년 신차만   종  현대차 기아의 정면승부  생존 모색하는 기업들 ,Economic
정용진  트럼프 측에  한국 저력 있는 나라  정상으로 돌아올 것   후일담 전해,Economic
공격만이 살길   위기의  산업  현대차 승부수는 신차 생존 모색하는 기업들 ,Economic
내년      춘추전국시대       거센 도전장에  메모리 먹구름 우려 생존 모색하는 기업들 ,Economic
개미 쫓아내는 유상증자 폭탄 주당순이익 낮춰 불신 심화,Economic
정용진   서   관심 저력 있는 나라  믿고 기다리라 강조 ,Economic
 삼성 현대차가 이익 내면 뭐하나  유증 상장 남발에 밸류 깎아먹는 코스피,Economic
정용진   정재계서 첫 트럼프 머스크 면담  당선인 측근들 한국에 관심 표해 ,Economic
내연기관차 부품 제조사의 대변신 로봇부터 치과까지 품은 비결,Economic
정용진  트럼프 주변인  상황에 관심 정상화될터  기다려달라 말씀드렸다  당선후 만난 유일한  기업인,Economic
트럼프 만나고 온 정용진     저력 믿고 기다려 달라  측근에 말해 ,Economic
정용진 트럼프 측에    저력있는 나라  믿고 기다려 달라  상보 ,Economic
 내년 집값 양극화 심해질 것  공급절벽에 전세가 상승 전망,Economic
더 얇고 똑똑하게 내년 스마트폰 화두는 그립감과   ,Economic
장남과  호형호제  정용진  트럼프도 만났다 역할론 부상,Economic
이노스페이스 페리지 우나스텔라 줄줄이 발사 연기 동력 잃은   우주 벤처  시험대 올랐다,Economic
트럼프 이어 머스크도 만난 정용진   인사들 한국 상황에 관심    그들에게 저력 있는 나라라고 했다  종합 ,Economic
상대원 구역 사업 중단 위기  분당 전세대란 오나,Economic
상위    부자들  내년엔  보다  증시 투자할 것 ,Economic
탄핵정국에  광화문 랜드마크 도 주인 못찾을 판,Economic
효성티앤씨  특수가스 설비 확충에     억 베팅,Economic
삼성   테일러 공장   나노 최선단 공정 승부수,Economic
브로드컴  삼성 하이닉스에      러브콜,Economic
 설 곳 없는 기업들  통상임금 범위 확대판결 부작용 우려,Economic
트럼프 만난 정용진    식사 함께하고 여러 주제로 대화   뉴스 투데이 ,Economic
정용진  트럼프 측근  상황 관심  저력 있으니 기다려달라 했다 ,Economic
  금리인하 전망 따라 출렁이는 양자     ,Economic
내년 반도체  성적표        가 좌우한다,Economic
 탄핵 직격탄  맞은 원전주    조 수주 잭팟에도 내리막,Economic
보조금 매듭진 삼성     빅테크 수주 로 파운드리 반전 노린다,Economic
환급금 받고 환차익까지 자산가들  달러보험에 뭉칫돈,Economic
대신파이낸셜그룹      명가  자존심 되찾았다,Economic
   년이나 지났지만    아직 끝나지 않은 교보생명  풋옵션 분쟁  왜 ,Economic
수출주  고환율 덕봤다  올해 상승률 상위권 싹쓸이,Economic
고려아연 주총 한 달 앞  막판 신경전 치열,Economic
 단독   이미 삽까지 떴는데  환경규제 태클에 한강변 재건축  멘붕 ,Economic
예비신부와 혼인신고 하러 갔다가  깜짝  이유 알고보니,Economic
고환율의 일상화  외국인 자금 떠나고 물가 상승,Economic
내년 연말정산 출산 양육 공제 꼭 챙기세요,Economic
 목돈 묶이느니 그냥    만원씩 낼래요  요즘 난리 난 상황,Economic
전세사기 깡통전세에 세입자  경매 셀프낙찰    년 만에 최대,Economic
 원가 부담에 만들수록 손해   철강      저가공세에도  가격 인상 ,Economic
 딜 혹한기  대기업      년 만에 최저,Economic
신창재  어피너티 지분 매입     물색에 총력,Economic
 기획  반도체도 경고등  업황전망 반토막,Economic
풍향계측기 꽂으면 노다지 터진다     유럽의  한국 바다 따먹기 ,Economic
  억이면 노다지 터지는 나라  한국 바다는  폭탄 세일 중 ,Economic
 데일리안 오늘뉴스 종합  권성동  상설특검 거부권 안쓰는게 헌법 위반   민주당    체포 시 대통령실 경호처 저항하면 한덕수 책임   북한 핵미사일 발사 징후 감시하는  눈   개로  최태원   경제시스템 정상,Economic
 외국인 논란       국가핵심기술 기업 중국에 매각 시도 전력,Economic
 미 유럽 주춤해도 인도는 뜬다  기아 시로스  현대차 크레타  로  쌍끌이  공략,Economic
한강청  수변 덮개공원 안돼   압구정 등  만가구 재건축 직격탄,Economic
  우량기업  품절   만드는데     무더기 상장에 주가 허우적,Economic
상장하자마자  주르륵    코스닥 발목잡는 새내기주,Economic
무역  넛크래커  된    에 상계관세도 쉽지 않아,Economic
 트럼프 호재  노 젓는   한국조선해양  이번주 추천주 ,Economic
정치불안 파월쇼크에 금리 역주행 한은  정책 딜레마 더 커졌다,Economic
트럼프 폭풍 몰려온다   엔솔 설비투자계획  리셋 ,Economic
  첫 트럼프 만난 정용진  대한민국 저력있는 나라 빨리 정상될 것 ,Economic
   업계 뒤흔들   개  황금노선  나온다,Economic
요구불 달러예금 폭주 멈췄다,Economic
 빚 못 갚겠다  올해 개인 채무조정   만명  역대 최다  눈앞,Economic
연말엔 배당주인데 탄핵  고환율에 금융주     울상 ,Economic
금융자산   억 이상  부자    만 명    억 이상도  만 명,Economic
엔비디아 대신 브로드컴이   반도체     이끈다,Economic
 억만 보태면 되는데  여보  전세살이 탈출해볼까 ,Economic
 인천공항은 유일한 델타항공    허브 ,Economic
마이크론   반도체인재 잡아라  임금인상 거주비지원 걸고 구인 ,Economic
트럼프 만난 정용진    저력있는 나라  정상화 기다려 달라 ,Economic
 단독  국민연금이 퇴직연금 운용  정부  사회적 리스크 크다  반대 결론  시그널 ,Economic
 트랜드경제   반팔  코트 패딩  올 겨울 활용도 높은 아웃도어 패딩 인기,Economic
 단일종목       미장서 대세됐다,Economic
   사옥서 방 뺀 노소영 아트센터  서촌으로 이전,Economic
화끈한 주주환원에 외국인 몰려      방긋,Economic
원화값 약세에   조용히 웃는 환노출   ,Economic
지표만 보면 금융위기급       원대 환율   개월째 하락중인 코스피,Economic
비트코인 이더리움 투자 동시에      첫 복합투자     승인,Economic
주민 반발 암초 만난 서리풀 그린벨트 개발,Economic
트럼프 취임 한 달 앞  손 놓은 정부 대신  정용진 채널 이 주목 받는 까닭은,Economic
국회  보험료 신용카드 납부에 신중모드  자율결정 바람직  ,Economic
 기획  빚갚는데 고역  개인 채무조정   만명  역대 최다 ,Economic
  억 넘게 가진 부자       상속 증여 경험 있어   금융  한국 부자 보고서  발표,Economic
트럼프 취임 전  반도체 보조금  마무리 삼성은     줄었다      플러스 ,Economic
범용 반도체 하락에 낮아진 기대치 삼성    유일한 돌파구는       ,Economic
안철수도      년 증원부터 논의해야  의사들  모집 중단  목소리 높였다,Economic
  엔솔도 위기경영 체제 돌입 불확실성에  배터리  비상 ,Economic
 배터리소재 수입시장서 한국  위 무협  대미 협상력 중요   ,Economic
 거액 제시해   엔지니어 스카웃   삼성     초비상 ,Economic
 강용석   년간 변호사 못한다  도도맘 무고교사 유죄 확정,Economic
부모가 부자여야 자녀도 잘산다 부자  명 중  명은 상속 증여 받아,Economic
삼성  미 반도체 보조금 막차 타     깎인    조원 받는다,Economic
삼성도 일단  안도      반도체 보조금  조원 확정,Economic
 환율     원도 염두  내년이 더 두려운  대금융  비상계획 짠다,Economic
대학 학과마다 과목별 환산점수 달라   최적 조합  찾아라,Economic
 믿을 건 통신   밸류업 수혜 배당 매력 기대해볼까,Economic
고금리 고환율에 떠는 국내 증시 산타랠리는 언감생심 ,Economic
  호재 물들어오는   조선    국내선 탄핵에 발목,Economic
 비혼이 어때서    만호 넘게 차이 나는 주택수요 예측  뭐가 더 맞을까   부동산    ,Economic
 단독   설 매출 포기못해   불황에 아울렛 빅   당일에도 영업한다,Economic
공급부족 우려에  기 신도시 하남 고양 남양주서    만 가구 추가 공급,Economic
포르쉐 신형     마칸 일렉트릭 내년 상반기 국내 출격,Economic
트럼프 취임 다가오는데    진퇴양난  빅테크 규제  제도 공백 길어지나 뉴스분석 ,Economic
 내년 더 어렵다  위축된 소비심리에 가격 내리는  업계,Economic
  만 달러 깨진 비트코인  하락세   반등 시점은   코인브리핑 ,Economic
의료계 전 직역 한자리에  하나로 결집해 의료농단 저지 ,Economic
환율     원시대 오나  은행권  비상경영 준비,Economic
 삼성전자 지금이 살 때  더 기다려   목표주가 추락에 개미들  고민 ,Economic
퇴임 앞둔  상무   반도체 저지는 헛고생 미국이 앞서나가야 ,Economic
 마이크론  한국반도체 인재잡기 위해 면접 잇달아 진행,Economic
중국 경기 반등 기대 최대 수혜 화장품주 공장 증설 식품주는  ,Economic
삼성전자   하이닉스     반도체 실적 눈높이  뚝 ,Economic
애플  시총  조 달러  눈앞  아이폰 판매 증가 기대,Economic
 고군분투 배터리    엔솔  비상경영  삼성      온  대출승인 ,Economic
작동 안 한 낙수효과    감세  철회 넘어 증세로 길 잃은 한국경제  ,Economic
판 커지는  궐련형 전자담배        신제품으로 주도권 잡는다,Economic
의사단체  의료농단 책임자 처벌   의료개혁  시급한 과제  목소리도,Economic
새해 가계대출  숨통  트인다   은행권  일제히 빗장 풀어,Economic
 경제 우선주의  내세운   스타머 총리  나홀로 친중  노선에 동맹국들 싸늘,Economic
미국  삼성 보조금    조원  확정 트럼프  기 변수될까,Economic
소송 패소한 노소영 아트센터   서촌 으로   억 보조금 부정수령 의혹도,Economic
승계 제대로 했나   은행권     물갈이에 점검나선 금감원,Economic
신라도 수장 교체 면세점 빅   전략 재편  사활 ,Economic
올해   기업     교체 규모 역대 최대     ,Economic
아직 배고픈 네이버 치지직       구독자 뺏어온다,Economic
금융자산   억 이상 부자   만명  골드바 선호  이민 관심 높아 ,Economic
   조 시장 잡아라  뜨거운  바이오 선박유  선점 경쟁,Economic
  증시  썰물  시대 채권시장은 다르다  김상철의 경제 톺아보기 ,Economic
 살리려면 베팅하라    벤처투자 화두로 떠오른  페이투플레이 ,Economic
한화오션 한화에어로  수출형 잠수함용 연료전지 공동개발,Economic
탄핵정국에 결국 상속세 개편  사실상 중단 ,Economic
    도 내년엔 춘추전국시대        맹추격에  사면초가   메모리,Economic
현대차 기아 내년 신차만   대 투입 불확실성 넘는다,Economic
안철수  대통령 권한대행  전공의 처단 포고령 사과해야 ,Economic
대신파이낸셜그룹           자존심 되찾았다    마켓워치 ,Economic
레거시 수요 하락에 삼성전자   하이닉스  분기 기대치 낮아져,Economic
힘받는  경기대응 추경론  무산된  년전 탄핵정국때와 다르다,Economic
 이재명은 안된다  선관위 현수막 불허에 국힘  편파적 결정 ,Economic
반도체 보조금 확정에 한시름 놓은 삼성       불확실성 해소 ,Economic
트럼프 리스크 한숨 돌리나  반도체 보조금 확정 대중 배터리 관세 등,Economic
   흑연에      관세 부과해달라  포스코퓨처엠 음극재 빛 볼까,Economic
엔비디아 브로드컴과 어깨 나란히    유니콘이라며 몸값 부풀리더니 결국 검찰 송치,Economic
 수출 버팀목  반도체 가전  고전 예상  정부  환율 안정화 노력 절실 ,Economic
고물가 고금리 장기화   돈 못 갚는 서민  역대 최다  전망,Economic
    소송서 승리한 퀄컴   갤럭시   와    기반    리스크 덜었다,Economic
 구더기 무서워 장 못담가선 안돼  가상화폐에 대한 시각 달라져야한다는데  지식  지식   ,Economic
조합원 임대물량 제외하니 내년 서울 입주물량  만    여 가구 불과,Economic
   억원 아파트  매입한 돈 출처 봤더니  외국인 부동산 위법 의심거래 적발,Economic
삼성 셀트리온 동아  미국 유럽 스텔라라 시밀러 공략   조 시장 승자는,Economic
상반기 이어 하반기에도    강달러 에 수출  연중 강세,Economic
 상속세 감세  올스톱 줄줄이 좌초된  윤석열표 세제개편 ,Economic
 외교 난장판 와중에 트럼프 만난 정용진  역할론  솔솔,Economic
무너지는 소비심리 자동차 역대급 연말 할인 돌입,Economic
 가상자산 나침반  호재와 악재 혼재  산타랠리와 정치 불확실성 ,Economic
 뉴욕증시 조정장세 커졌다     통신  등 방어주로 위험분산해야,Economic
 결국 트럼프  기 수혜볼 것    엑슨 모빌 셰브론 저가 매수 기회 ,Economic
 뻥튀기 상장  파두 주관사   송치  매출 급감 알고도 감춰  종합 ,Economic
반도체 보조금 확정  배터리 관세 숨통 한숨 돌린  트럼프 리스크 ,Economic
한국 배터리 소재 미국 시장 굳건한  위  트럼프 집권 반사이익 가능성 ,Economic
 주 만에      원  급등    고환율에 한은 셈법 복잡해졌다 ,Economic
 감액 예산안  내년   경제성장률에         영향 ,Economic
 트럼프 만난  정용진  무슨 대화 나눴을까,Economic
금융자산   억 이상  부자    만명    억이상도  만명 넘어,Economic
당연한  은 없다  공정성 테크 로  양궁 이끄는 정의선 파워 스토리 ,Economic
스트레스 완충자본 규제 유예  한시름 놓은 은행권  기업금융 고삐죌까,Economic
환율 증시 비상   계엄 탄핵사태 파장은 ,Economic
트럼프  기  자율주행 규제 완화 전망 글로벌 로보택시 지각변동,Economic
 임원도 이코노미석 타라  배터리 글로벌  위  중대결단 ,Economic
석화업계  을사년 반등 기대감 속 초조 정부 지원책에 시선 집중,Economic
 행시 수석 너마저  기재부 사무관  로스쿨  대탈출   관가 포커스 ,Economic
금감원   공모가 뻥튀기  파두 주관사 검찰에 송치,Economic
일동제약  신약     조직 파이프라인  다운사이징  집중,Economic
한동훈테마주 대상홀딩스우   만    원  만    원 급등주 지금은 ,Economic
금융컨트롤 타워도 교체 가능성 내년 금융시장 전망  ,Economic
억만장자도 공산당 앞에선  일반 인민  반년 만에 반토막 난   기술 기업들 테크토크 ,Economic
 하늘에서도 포기 못해  기내 와이파이 확대,Economic
  배터리  미국 시장서 일본 중국 제치고  위 등극,Economic
우리군 세 번째 정찰위성 미국서 발사 군집 운용 가능해진다,Economic
 빚내 빚갚기 도 어렵다 개인 채무조정 회생 신청  역대 최다  눈앞,Economic
하남교산  소형 주택형 늘려     가구 추가 공급,Economic
오로라핑 돌풍      중 일 매출 호조로  분기 흑전 전망,Economic
  억원 초고가 아파트 산 외국인 부부 수상한 거래 딱 걸렸다,Economic
탄핵 정국에 청약 관심  뚝  가계약 후 이탈 급증 얼어붙은 분양시장,Economic
금감원 특사경   뻥튀기 상장  파두 검찰 송치,Economic
금감원  파두 주관사 검찰 송치  매출 급감 알면서 숨겨  종합 ,Economic
 취약계층 면세자 환급형 세액공제가 연금개혁 첫걸음 ,Economic
강남 서초 종로 용산에 쏠린       억 이상 자산가    는 수도권 거주,Economic
한 미  북한 해커가 빼돌린 가상자산 추적한다,Economic
  명이 할 일을 혼자서    닛폰익스프레스    로 물류망 혁신,Economic
내년   제조업 수출  경고등   수출주력  반도체도 고전 예상,Economic
 적자기업인데 왜 이렇게 사는 거야  서학개미 러브콜 몰리는 이 회사는  매일 돈이 보이는 습관    ,Economic
탄핵 후퐁풍 내년  분기 전기요금  동결  유력,Economic
정용진  트럼프와 심도 있는 대화  정부 사절단 꾸리면 기꺼이 취임식에 참석하겠다 ,Economic
 그래도 삼성전자 주식 사라고요   개미들  대혼란   종목  ,Economic
약세장에도 조선    나 홀로  굳건     이차전지 바이오는  휘청      스퀘어 ,Economic
    선도 위태로운 코스피 연말  자 반등의 조건은,Economic
 주주환원 부럽네   올해 자사주 매입    조원으로 역대 최대,Economic
하락장 속  큰손  연기금   전력주 잡나,Economic
        배  경영권 내놔야  드러난  이재명  밸류업  ,Economic
상속세 감세  올스톱  내년 상반기 유산취득세 전환 중심 논의,Economic
합치거나 줄이거나  굴기 트럼프 변수에  업계 대응 각각,Economic
비트코인  나흘 만에 하락세  멈춤   만    달러대 거래,Economic
 카톡 선물  하루 평균   만개 가장 많이 선물한 것은 ,Economic
새해부턴 가계대출 숨통 트인다 비대면 생활자금 등 풀어,Economic
   억  초고가 아파트 매수한 외국인 부부  수상하다 했더니 위법 의심행위 적발,Economic
정부 부처 주간일정 및 보도계획      일 ,Economic
 뻥튀기 상장  파두 주가 반토막에 검찰 ,Economic
  최대 보험사     피살 부른  부지급    국내 불만도  ,Economic
 세종만사  업무 폭증 기재부  조직 분위기 뒤숭숭,Economic
올해 서민대출 연체율  배 급등 당국  햇살론  손질,Economic
아모레 출신  인방 의기투합해 만든 스타트업의 정체,Economic
금융자산   억 이상  부자    만명      억 이상 초부자도 첫  만명대,Economic
현대차 첫 해외 증시 상장 이어 기아 콤팩트     첫 출시한 나라는         ,Economic
상장사     배당절차 개선 연말 배당주 투자는 옛말 ,Economic
삼정          년 반도체 스마트폰 조선 성장 기대   넘버스 ,Economic
모태펀드 이어 성장금융까지 사로잡은  특급루키  에스벤처스,Economic
상속세 밸류업 등 세제개편 좌초   일방통행 추진이 화근,Economic
 매파  파월에 흔들린 코스피  반등 시도할까  주간증시전망 ,Economic
한국의 상위      부자가 전체 금융자산     차지,Economic
권성동  민주당이 국정 초토화 ,Economic
올해 채무조정 신청자   만명  역대 최대   법인파산도 최대 기록 갱신,Economic
심각한 노인빈곤율  면세자에 대한 환급형 세액공제 도입해야 ,Economic
   년만 차량 허용  신촌 연세로  상인들이  울상 인 진짜 문제는 ,Economic
 부산 거제간  버스  내년 하반기 달린다 내년 하반기 노선 운영,Economic
자본연       단기차익 추구하는 투자자 참여 유인 낮춰야 ,Economic
대한항공 여객기  대중  대 와이파이 도입 완료,Economic
반도체 가전 수출 혹한기 찾아온다,Economic
 있으면 뭐하나  끝 모르고 치솟는 분양가  청약통장 무용론  폭발,Economic
트럼프 복귀 초읽기 주요국 중앙은행 금리 동결 도미노,Economic
정용진  트럼프 만나      분 대화  국내 정 재계 인사 중 처음,Economic
 테니스용품 왜 비싼가 했더니  공정위  운동용품 수입사들 제재,Economic
금감원   뻥튀기 상장  파두 주관 증권사 관련자 검찰 송치,Economic
금감원   파두  검찰 넘겼다    매출 급감 알면서 숨겨 ,Economic
        가 이르기를 인내외양,Economic
테니스 라켓 비싼 이유 있었네 판매사가  온라인 최저가 강제 ,Economic
보험   세금  원  면세자 도 환급형 연금 세액공제 대상에 추가해야 ,Economic
금융연  주가만 올리는 은행 밸류업 문제 있다 ,Economic
 용산이 강남보다 잘 산다는데   건설사들 연말 수주전 뛰어든다  부동산    ,Economic
보험연  사적연금 세제 혜택 늘려 가입 늘려야 ,Economic
테니스용품 비싼 이유 있었네  온라인 최저가 강제 에 공정위 제재,Economic
교촌  프리미엄 발효 사업 확장      년 막걸리 매출   억 목표   르포 ,Economic
 뻥튀기  파두  상장 직전 발주 중단 일부러 숨겨  임원은 주식 팔아 차익 챙겼다,Economic
 르포  치킨 대표 교촌  이젠  막걸리다,Economic
보험연  면세자 연금가입 확대 위해 환급형 세액공제 도입해야 ,Economic
금감원   실적 부풀리기  파두 주관 증권사 기소의견 검찰 송치,Economic
살얼음판 해외 오피스 시장 내년 부동산 펀드     억 만기 도래,Economic
금감원   뻥튀기 논란  파두  매출급감 속이고 상장  검찰송치,Economic
    원  초가성비   주 만에  만    개 팔린 케이크,Economic
  금융자산   억 이상 부자   만명     부자보고서 분석,Economic
 가뜩이나 비싼데  먹거리 물가 줄인상 예고,Economic
내년 집값 상승  먼저 집 산사람이 승자 퇴직연금까지 끌어다 쓴 직장인 늘었다,Economic
알바니아 총리  최소  년 틱톡 폐쇄    대 칼부림 살해 영향,Economic
 탄핵 이코노미    환율 상승폭 남아공  배 정치 불안  첩첩산중 ,Economic
 환치기  등 편법 난무 수상한 외국인들 딱 걸렸다,Economic
 코스피  내년 상반기 어려워 하반기 반도체 업황 개선  센터장의 뷰 ,Economic
트럼프   어프렌티스  제작자 마크 버넷  특사 지명,Economic
내년  분기 전기요금  동결  유력 탄핵 정국에 인상 논의 못해,Economic
대한항공 여객기  대 중  대  기내 와이파이 제공 ,Economic
제 인뱅  새해  월 인가 신청 시중  투자 속도,Economic
연준 부의장  해임 가능성 등 법률 자문 받아 트럼프 때문 ,Economic
삼성  미 반도체 보조금    조원 확정 원안 대비     줄어,Economic
 재벌 떡볶이 먹방  제발 그만  기업 일에만 매진할 수 있는 한국 언제쯤  방영덕의 디테일 ,Economic
 의대 정원     명 늘려도 최대     년까지 의사 부족 ,Economic
트럼프   세계평화에   대만 큰 문제 ,Economic
산업부 내년     예산       역대 최대  첨단산업 키운다,Economic
정용진  트럼프 만나 식사 심도 있는 대화 ,Economic
 주간추천주 불안한 증시에 믿을건 실적  농심 네이버 등 러브콜,Economic
부산 경남 거제  광역급행형    버스       년부터 본격 운행,Economic
법인대출로   억 아파트 산 외국인 부부  국토부 적발,Economic
내년 산업부     예산    조원  역대 최대  반도체 등 신속집행,Economic
위례신사선 결국 소송전 비화 멈춰선 경전철 또 어디,Economic
한국   배터리소재 수입시장  위 향후 대미 협상력 관건,Economic
예상 빗나가지 않은 강호동 농협중앙회장의  물갈이   탄핵 정국속  마이웨이 ,Economic
군대 갔다왔어요   기후동행카드 할인  최대 마흔 두 살까지 연장,Economic
내년 산업전망  빨간불    정부  석유화학부터  인공호흡 ,Economic
정용진  트럼프와 식사  심도 있는 대화 나눠    정재계 인사로는 처음,Economic
인천 강남 직통 광역버스  개 새로 생긴다,Economic
   호황이라더니 올 신규상장사     공모가 하회,Economic
 빚이   억이라  경매 나온  압구정 현대  아파트에 뜨거운 관심,Economic
 월  전기차 판매 절벽  없앤다 내년 보조금 연초 확정 전망,Economic
높은 식재료비에 강달러도 겹쳐 먹거리 물가  비상 ,Economic
금융자산   억원 이상 부자  전체 인구의       전체 가계의     보유,Economic
홈쇼핑 송출수수료  가이드라인  개정됐어도  평행선 협상  반복,Economic
외국인 부동산 위법 의심거래    건  편법 증여 무작엽 임대업 등 ,Economic
봄 지나 또 겨울 오나 삼성   하이닉스  분기 실적  빨간불   왜 ,Economic
 내일날씨  아침 최저     도  중부내륙 강추위,Economic
바이든   트럼프 요구 제외  예산안 서명  셧다운 모면 재종합 ,Economic
마이크론         인재  잡기 나서  임금인상 거주비 지원 ,Economic
소비자들  항공 운임 인상 우려 대한항공 통합  그후  ,Economic
 수상한 거래 딱 걸렸다    억 아파트 산 부부 알고 보니,Economic
아시아나  조원 마일리지 어디로  대한항공 통합  그후  ,Economic
수십억 서울집 사며 편법 쓴 외국인들  이상거래  의심    건 적발,Economic
  억원 초고가 아파트 산 외국인 부부   알고보니  법인 돈  ,Economic
 비즈 워치  개척자   년  블랙야크 강태선의 마지막 도전,Economic
강남 영종도 송도  부산 거제  버스 노선 내년 하반기 개통,Economic
언제 하나될까 첫 인사에 쏠리는 시선 대한항공 통합  그후  ,Economic
  억 아파트 사면서 회삿돈     끌어와 외국인 부동산 이상거래    건 적발,Economic
 보호무역주의에 내년 수출성장세 둔화     제일 어려워질 것 ,Economic
 비상계엄 사태에   월 제조 업황 연중 최악  내수 수출 모두  뚝 ,Economic
인천 영종하늘도시 서울 양재꽃시장  내년부터   버스  오간다,Economic
스텔란티스  미국 오하이오주  공장 직원     명 해고 철회,Economic
허리띠 졸라매는 배터리업계  단기적 비용절감 반드시 필요 ,Economic
   대미 이차전지 소재 수출  위   트럼프 관세 부과 대응 필요 ,Economic
 울며 겨자먹기  전세사기 주택 임차인  셀프낙찰      년새  최다 ,Economic
아이온큐부터 알파벳까지   미국 양자컴퓨팅  모은 국내 첫    ,Economic
 경매 넘어간 전세집 차라리 내가   세입자 경매 낙찰   년 만에 최대,Economic
 전부  준다던 이공계 장려금  내년   여곳만 서울대도 빠졌다,Economic
   억 이상 대한민국 찐부자  만명 넘었다,Economic
삼성       반도체 보조금 확정 총    조원 규모,Economic
기아  콤팩트      시로스  세계 최초 공개 내년 인도 시장 공략,Economic
 전세계 코인     훔친다         해커 추적 공조 나선다,Economic
트럼프 연준 갈등 시작   연준 부의장  해임 우려에 법률자문 ,Economic
       충격  고환율 우려  국내 부동산도 흔들까,Economic
정용진  트럼프와 식시하며 심도있는 대화        분 정도 만나,Economic
  수면시간       평균보다     적어  코골이는  혼잡한 도로  수준,Economic
 기신도시    이하 소형평형 늘린다 하남교산  천   가구 추가,Economic
 그냥 죽으라는 거였다  시민들 분노케 한  남태령의 밤   소셜픽 ,Social
   살 연상 남편  말도 없이 이틀에 한 번꼴로 사라져 ,Social
 입주민 차 장애인구역에 가져다 놓더니 찰칵 무고죄 아닌가요 ,Social
 본인들 실수면서 이해가 안 돼  여행 가려던 케이윌이 분노한 이유,Social
알몸으로 호텔 배회하며 손잡이  철컥     대 공무원 변명은  몽유병 있어서 ,Social
타인 차  장애인 주차구역  밀어 과태료   무고죄  처벌 가능  영상 ,Social
경찰 특수단  대통령 개인 휴대전화 통화내역 확보,Social
퇴직연금 깨서 내집 마련 정부  중도인출 요건 강화 추진,Social
